collision_date,year,mo,da,day,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
2015-07-03,2015,07,03,5,68.3,58.3,1013.2,7.6,5.8,17.1,999.9,77.0,61.0,0.0,999.9,1,549
2016-07-01,2016,07,01,5,66.9,63.6,1017.1,7.8,8.7,17.1,999.9,77.0,61.0,0.0,999.9,1,752
2017-07-01,2017,07,01,6,67.7,66.3,1016.8,5.9,13.0,17.1,22.0,73.0,63.0,0.0,999.9,0,595
2020-07-11,2020,07,11,6,70.3,68.1,1009.8,3.4,11.2,17.1,22.0,75.9,66.0,0.0,999.9,1,274
2013-07-05,2013,07,05,5,71.6,68.2,1021.6,6.8,12.4,17.1,22.0,77.0,68.0,0.03,999.9,1,576
2020-07-26,2020,07,26,7,75.1,71.3,1015.3,8.0,12.3,17.1,22.9,82.0,60.1,0.0,999.9,0,311
2019-07-17,2019,07,17,3,70.9,69.4,1015.0,5.7,9.3,17.1,25.1,79.0,60.1,0.0,999.9,1,630
2018-07-17,2018,07,17,2,70.5,69.0,1012.9,4.6,10.7,17.1,22.0,75.9,66.0,0.0,999.9,1,680
2014-07-28,2014,07,28,1,69.4,66.9,1003.0,4.8,10.0,17.1,26.0,73.9,64.9,0.01,999.9,1,595
2013-07-08,2013,07,08,1,72.6,68.9,1015.5,6.7,10.7,17.1,24.1,78.1,68.0,0.0,999.9,1,617
2018-07-23,2018,07,23,1,69.9,68.1,1024.3,7.3,12.6,17.1,22.0,73.9,63.0,0.04,999.9,0,614
2018-07-11,2018,07,11,3,68.3,65.1,1012.8,9.3,8.9,17.1,999.9,73.9,63.0,0.0,999.9,0,627
2017-07-09,2017,07,09,7,69.6,64.1,1012.4,9.3,10.1,17.1,22.0,77.0,64.0,0.0,999.9,0,512
2016-07-22,2016,07,22,5,72.4,68.4,1014.3,9.0,13.5,18.1,24.1,80.1,61.0,0.0,999.9,0,769
2017-07-25,2017,07,25,2,62.8,59.4,1015.6,9.5,13.8,18.1,24.1,70.0,57.9,0.25,999.9,0,595
2018-07-06,2018,07,06,5,70.6,69.3,1017.8,4.8,11.5,18.1,24.1,77.0,66.9,0.0,999.9,1,654
2019-07-23,2019,07,23,2,70.4,67.8,1008.4,7.8,10.6,18.1,24.1,77.0,64.4,0.0,999.9,1,553
2018-07-18,2018,07,18,3,71.2,66.7,1010.1,7.9,9.0,18.1,22.9,77.0,66.9,0.0,999.9,0,688
2018-07-22,2018,07,22,7,66.5,66.2,1019.1,3.2,12.8,18.1,20.0,72.0,52.0,0.0,999.9,1,540
2014-07-10,2014,07,10,4,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,999.9,1,584
2014-07-06,2014,07,06,7,68.2,59.1,1016.4,10.0,14.1,18.1,26.0,77.0,62.1,0.11,999.9,0,451
2017-07-24,2017,07,24,1,63.0,58.0,1011.8,7.5,10.9,18.1,25.1,75.0,57.9,0.0,999.9,0,620
2016-07-14,2016,07,14,4,69.1,65.9,1016.0,9.3,10.9,18.1,22.0,75.0,64.0,0.0,999.9,0,741
2017-07-08,2017,07,08,6,67.3,66.8,1007.0,5.4,8.9,18.1,22.9,73.0,64.0,0.5,999.9,1,585
2020-07-03,2020,07,03,5,69.5,66.2,1008.6,7.0,9.8,18.1,22.9,77.0,64.0,0.0,999.9,1,302
2018-07-26,2018,07,26,4,69.8,69.4,1014.3,4.7,13.9,19.0,24.1,75.9,66.0,0.0,999.9,0,606
2012-07-25,2012,07,25,3,76.5,53.5,1009.7,10.0,4.2,19.0,999.9,84.9,66.9,0.0,999.9,0,612
2017-07-29,2017,07,29,6,65.1,65.0,1009.1,6.9,11.1,19.0,27.0,77.0,63.0,0.12,999.9,0,512
2017-07-13,2017,07,13,4,70.8,69.6,1015.5,4.4,8.2,19.0,999.9,80.1,64.0,0.0,999.9,1,759
2014-07-09,2014,07,09,3,69.4,66.7,1012.5,5.1,12.3,19.0,27.0,73.9,66.0,0.02,999.9,1,569
2013-07-25,2013,07,25,4,67.7,62.8,1014.3,9.7,13.8,19.0,27.0,75.0,64.0,0.4,999.9,0,507
2017-07-07,2017,07,07,5,66.0,66.0,1012.4,5.2,8.7,19.0,27.0,69.8,64.0,0.0,999.9,1,674
2016-07-24,2016,07,24,7,73.2,63.2,1012.8,10.0,8.7,21.0,25.1,82.0,64.9,0.0,999.9,0,566
2016-07-23,2016,07,23,6,74.3,68.6,1008.6,7.3,12.0,21.0,29.9,82.0,68.0,1.03,999.9,0,650
2018-07-07,2018,07,07,6,67.3,52.8,1023.6,9.9,12.8,21.0,28.9,75.9,60.1,0.01,999.9,0,526
2016-07-08,2016,07,08,5,65.7,64.2,1009.2,3.2,10.0,21.0,27.0,70.0,60.8,0.32,999.9,1,612
2017-07-30,2017,07,30,7,67.1,57.7,1012.6,9.6,15.0,21.0,26.0,73.9,62.1,0.14,999.9,0,606
2016-07-02,2016,07,02,6,69.4,62.8,1011.9,7.2,11.8,22.0,33.0,75.9,61.0,0.76,999.9,1,570
2015-07-16,2015,07,16,4,67.3,57.3,1013.9,9.2,16.6,22.0,28.0,82.0,60.1,0.0,999.9,0,686
2013-07-26,2013,07,26,5,66.1,64.4,1012.2,6.0,15.0,22.0,28.9,69.8,64.0,2.43,999.9,0,617
2019-07-07,2019,07,07,7,69.0,62.9,1012.1,7.1,11.2,22.0,25.1,73.9,62.1,0.01,999.9,1,441
2014-07-04,2014,07,04,5,69.9,68.2,1012.5,3.9,9.8,27.0,36.9,75.9,64.4,0.0,999.9,1,360
2014-07-05,2014,07,05,6,67.0,55.8,1012.9,8.4,21.2,42.9,52.1,77.0,62.1,1.88,999.9,0,505
2020-08-07,2020,08,07,5,69.0,65.6,1020.6,6.5,5.2,12,17.1,84.9,63.0,0.0,999.9,1,336
2020-08-28,2020,08,28,5,70.6,65.3,1008.2,9.9,6.9,12,999.9,78.1,63.0,0.05,999.9,0,306
2020-08-11,2020,08,11,2,75.4,71.9,1016.1,7.8,9.1,12,999.9,81.0,70.0,0.0,999.9,0,317
2020-08-09,2020,08,09,7,71.5,66.9,1019.9,9.3,7,12,999.9,78.1,64.9,0.0,999.9,0,282
2020-08-22,2020,08,22,6,72.3,67.6,1013.3,9.7,8.3,12,999.9,81.0,61.0,0.0,999.9,0,328
2020-08-13,2020,08,13,4,77.0,72.0,1018.3,4.1,6.8,13,999.9,86.0,71.1,0.0,999.9,1,275
2020-08-12,2020,08,12,3,75.3,72.7,1016.6,5.9,9.1,13,999.9,81.0,71.1,0.0,999.9,1,290
2020-08-31,2020,08,31,1,67.0,52.0,1017.3,10.0,7.4,14,18.1,75.9,60.1,0.0,999.9,0,294
2020-08-14,2020,08,14,5,74.6,64.8,1016.8,9.7,6.1,15,999.9,86.0,69.1,0.0,999.9,0,342
2020-08-10,2020,08,10,1,74.3,70.7,1017.3,9.8,9.6,15,999.9,80.1,64.9,0.0,999.9,0,320
2020-08-21,2020,08,21,5,69.1,63.5,1015.1,10.0,8.7,15,999.9,77.0,61.0,0.0,999.9,0,348
2020-08-02,2020,08,02,7,71.9,66.9,1016.4,8.9,8.4,15,999.9,82.9,62.1,0.0,999.9,1,285
2020-08-03,2020,08,03,1,76.1,72.5,1015.8,5.1,12.3,15,19.0,82.0,64.9,0.0,999.9,1,353
2020-08-16,2020,08,16,7,66.6,63.7,1015.6,7.6,12.5,19,27.0,75.9,64.0,0.01,999.9,1,279
2020-08-26,2020,08,26,3,70.3,52.8,1009.4,10.0,14.2,20,28.0,81.0,64.9,0.0,999.9,0,310
2020-08-15,2020,08,15,6,70.4,66.5,1015.3,7.3,13.9,21,25.1,84.9,66.9,0.0,999.9,1,312
2020-08-30,2020,08,30,7,72.0,61.6,1002.8,9.0,13.1,21,29.9,75.9,66.9,0.33,999.9,0,303
2020-08-17,2020,08,17,1,66.0,61.1,1010.3,7.5,16.8,26,35.9,71.1,62.1,0.82,999.9,1,288
2012-08-09,2012,08,09,4,78.2,69.6,1013.6,9.3,2.3,7.0,15.0,88.0,61.0,0.0,999.9,0,581
2012-08-24,2012,08,24,5,77.3,60.9,1020.7,9.3,2.0,7.0,999.9,87.1,66.0,0.0,999.9,0,601
2014-08-10,2014,08,10,7,69.1,61.4,1019.2,9.8,4.6,8.0,999.9,81.0,57.9,0.01,999.9,0,512
2017-08-11,2017,08,11,5,67.6,65.8,1021.4,9.3,5.8,8.0,999.9,77.0,60.1,0.0,999.9,1,655
2012-08-08,2012,08,08,3,77.8,67.1,1014.7,8.8,1.1,8.0,999.9,86.0,64.0,0.0,999.9,0,528
2013-08-17,2013,08,17,6,67.3,59.8,1023.8,10.0,3.2,8.0,999.9,75.9,55.9,0.0,999.9,0,504
2017-08-14,2017,08,14,1,67.7,65.2,1016.4,6.1,4.3,8.0,999.9,80.1,61.0,0.0,999.9,1,602
2014-08-19,2014,08,19,2,63.9,56.9,1012.6,8.8,4.1,8.0,999.9,73.9,54.0,0.01,999.9,1,516
2012-08-22,2012,08,22,3,73.8,60.3,1019.6,9.8,1.7,8.0,999.9,80.1,61.0,0.0,999.9,0,504
2014-08-25,2014,08,25,1,63.3,56.5,1020.5,10.0,3.8,8.0,999.9,72.0,54.0,0.0,999.9,0,549
2013-08-18,2013,08,18,7,64.8,58.4,1023.8,8.4,3.3,8.0,999.9,75.9,55.9,0.01,999.9,1,442
2017-08-03,2017,08,03,4,67.5,66.0,1020.6,9.1,5.8,8.9,999.9,75.0,61.0,0.0,999.9,1,713
2016-08-30,2016,08,30,2,67.7,59.2,1020.0,10.0,6.1,8.9,999.9,82.9,59.0,0.0,999.9,0,622
2019-08-27,2019,08,27,2,60.4,54.5,1019.4,10.0,4.7,8.9,999.9,70.0,50.0,0.0,999.9,0,529
2017-08-10,2017,08,10,4,67.8,66.0,1024.2,8.8,6.0,8.9,999.9,75.0,59.0,0.0,999.9,1,650
2014-08-06,2014,08,06,3,70.1,65.7,1010.1,4.4,4.3,8.9,999.9,78.1,66.0,0.01,999.9,1,562
2015-08-24,2015,08,24,1,71.7,69.2,1013.1,3.8,5.4,8.9,999.9,81.0,68.0,0.0,999.9,1,575
2020-08-24,2020,08,24,1,71.7,70.0,1016.1,2.3,5.9,8.9,999.9,80.1,66.0,0.0,999.9,1,319
2016-08-09,2016,08,09,2,71.5,64.7,1021.5,10.0,6.6,8.9,27.0,80.1,62.1,0.0,999.9,0,650
2015-08-14,2015,08,14,5,70.4,63.5,1020.3,8.6,4.8,8.9,999.9,81.0,62.1,0.0,999.9,0,729
2019-08-31,2019,08,31,6,70.3,60.1,1020.7,9.1,5.3,8.9,999.9,79.0,57.9,0.0,999.9,1,502
2017-08-26,2017,08,26,6,64.1,56.8,1023.0,9.9,3.7,8.9,999.9,73.9,54.0,0.0,999.9,0,570
2015-08-19,2015,08,19,3,73.9,70.1,1018.9,6.3,5.4,8.9,999.9,81.0,69.1,0.0,999.9,1,594
2013-08-06,2013,08,06,2,66.2,54.5,1019.1,10.0,5.3,8.9,999.9,73.9,55.9,0.0,999.9,0,543
2012-08-23,2012,08,23,4,74.7,61.7,1020.4,8.9,2.0,8.9,999.9,84.0,62.6,0.0,999.9,0,574
2015-08-22,2015,08,22,6,73.9,71.1,1017.2,4.8,6.0,8.9,999.9,82.0,70.0,0.0,999.9,1,581
2017-08-15,2017,08,15,2,67.8,66.8,1014.6,4.3,4.0,8.9,999.9,79.0,61.0,0.0,999.9,1,577
2014-08-01,2014,08,01,5,67.5,62.9,1023.5,9.0,5.3,8.9,999.9,73.9,59.0,0.01,999.9,0,667
2018-08-24,2018,08,24,5,67.1,61.5,1021.1,10.0,4.7,8.9,999.9,75.9,55.0,0.0,999.9,0,681
2012-08-27,2012,08,27,1,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81.0,55.4,0.01,999.9,1,548
2019-08-02,2019,08,02,5,71.6,64.1,1019.8,7.4,4.7,8.9,999.9,82.9,60.1,0.0,999.9,1,610
2017-08-17,2017,08,17,4,68.0,60.8,1016.6,9.1,5.2,8.9,999.9,79.0,62.1,0.0,999.9,0,639
2015-08-13,2015,08,13,4,71.1,65.8,1014.7,8.4,5.2,8.9,999.9,79.0,63.0,0.0,999.9,1,714
2018-08-17,2018,08,17,5,74.9,72.1,1018.0,6.3,5.1,8.9,999.9,87.1,66.0,0.0,999.9,1,703
2014-08-26,2014,08,26,2,63.0,56.0,1021.1,10.0,3.5,8.9,999.9,72.0,53.1,0.0,999.9,0,608
2020-08-08,2020,08,08,6,69.7,66.4,1020.6,5.1,6.1,8.9,999.9,75.9,63.0,0.0,999.9,1,260
2012-08-26,2012,08,26,7,73.9,62.4,1025.2,10.0,4.6,8.9,15.0,82.9,60.8,0.0,999.9,0,471
2014-08-09,2014,08,09,6,70.4,61.3,1017.2,9.9,6.4,8.9,999.9,78.1,60.1,0.0,999.9,0,538
2014-08-11,2014,08,11,1,66.3,59.2,1021.1,7.8,3.6,8.9,999.9,81.0,57.0,0.01,999.9,1,604
2018-08-25,2018,08,25,6,66.5,60.3,1025.9,9.0,5.8,9.9,999.9,75.9,55.0,0.0,999.9,1,552
2012-08-07,2012,08,07,2,75.2,58.1,1015.7,10.0,1.2,9.9,999.9,82.9,63.0,0.01,999.9,0,547
2013-08-07,2013,08,07,3,64.5,55.9,1022.0,9.9,5.1,9.9,999.9,73.9,54.0,0.0,999.9,0,508
2018-08-13,2018,08,13,1,69.1,68.1,1016.9,7.7,6.2,9.9,999.9,75.9,64.9,0.05,999.9,1,617
2019-08-18,2019,08,18,7,71.2,69.7,1016.4,4.2,4.0,9.9,999.9,79.0,62.1,0.0,999.9,1,481
2019-08-20,2019,08,20,2,75.5,68.2,1017.0,10.0,6.8,9.9,999.9,82.9,66.9,0.0,999.9,0,574
2012-08-14,2012,08,14,2,76.0,62.6,1014.0,9.6,2.3,9.9,999.9,81.0,69.1,0.0,999.9,0,520
2017-08-21,2017,08,21,1,69.9,65.6,1020.4,9.8,5.9,9.9,999.9,81.0,61.0,0.0,999.9,0,627
2019-08-06,2019,08,06,2,68.9,65.5,1013.4,9.8,7.2,9.9,999.9,77.0,63.0,0.0,999.9,0,551
2020-08-20,2020,08,20,4,68.4,59.9,1016.1,10.0,6.2,9.9,999.9,81.0,61.0,0.0,999.9,0,306
2012-08-15,2012,08,15,3,73.6,68.9,1011.5,6.5,3.5,9.9,999.9,81.0,66.2,0.01,999.9,1,602
2017-08-27,2017,08,27,7,62.3,53.6,1024.6,10.0,5.0,9.9,999.9,73.0,50.0,0.0,999.9,0,498
2016-08-05,2016,08,05,5,65.3,60.4,1017.2,9.3,5.0,9.9,999.9,73.9,55.0,0.0,999.9,1,700
2016-08-08,2016,08,08,1,71.3,61.3,1015.4,10.0,6.3,9.9,999.9,82.0,62.1,0.0,999.9,0,632
2013-08-01,2013,08,01,4,68.9,64.7,1016.5,9.8,5.3,9.9,999.9,78.1,63.0,0.01,999.9,0,643
2014-08-30,2014,08,30,6,60.1,51.2,1025.5,10.0,6.3,9.9,999.9,71.1,46.0,0.0,999.9,0,510
2019-08-19,2019,08,19,1,73.3,72.1,1015.6,3.5,6.3,9.9,999.9,80.1,68.0,0.0,999.9,1,563
2014-08-03,2014,08,03,7,66.4,64.6,1019.1,6.0,5.1,9.9,999.9,70.0,61.0,0.6,999.9,1,476
2019-08-01,2019,08,01,4,74.3,70.3,1017.3,5.9,6.0,9.9,999.9,82.9,68.0,0.0,999.9,1,618
2013-08-21,2013,08,21,3,70.3,66.7,1020.1,7.1,6.5,9.9,999.9,79.0,64.0,0.0,999.9,1,562
2012-08-01,2012,08,01,3,72.2,68.4,1012.4,7.8,2.5,9.9,999.9,78.1,66.9,0.55,999.9,1,615
2012-08-20,2012,08,20,1,71.4,56.7,1012.5,10.0,0.8,9.9,999.9,78.1,64.0,0.0,999.9,0,473
2016-08-04,2016,08,04,4,64.2,57.8,1021.4,10.0,4.6,9.9,999.9,73.9,55.9,0.0,999.9,0,715
2015-08-28,2015,08,28,5,71.4,59.5,1019.4,10.0,6.6,9.9,999.9,80.1,62.1,0.0,999.9,0,609
2018-08-06,2018,08,06,1,74.8,73.4,1018.6,6.3,7.2,9.9,999.9,81.0,70.0,0.0,999.9,0,632
2018-08-10,2018,08,10,5,76.9,68.4,1010.2,9.6,6.4,9.9,999.9,86.0,68.0,0.04,999.9,0,707
2013-08-28,2013,08,28,3,66.4,64.6,1012.0,3.9,6.8,9.9,999.9,72.0,62.6,0.67,999.9,1,482
2019-08-03,2019,08,03,6,70.3,66.6,1018.0,10.0,6.3,9.9,999.9,80.1,60.1,0.0,999.9,0,566
2012-08-18,2012,08,18,6,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,540
2013-08-08,2013,08,08,4,67.8,64.0,1020.1,10.0,6.7,9.9,999.9,75.0,54.0,0.0,999.9,0,549
2018-08-26,2018,08,26,7,68.2,60.3,1021.4,10.0,5.4,11.1,999.9,77.0,57.0,0.0,999.9,0,528
2017-08-05,2017,08,05,6,67.7,67.2,1014.1,2.5,7.9,11.1,999.9,75.9,64.0,0.0,999.9,1,573
2018-08-14,2018,08,14,2,72.8,71.4,1013.0,4.5,6.9,11.1,999.9,80.1,64.9,0.0,999.9,1,701
2012-08-02,2012,08,02,4,75.0,68.4,1011.3,6.2,2.7,11.1,999.9,87.1,66.2,0.11,999.9,1,570
2015-08-15,2015,08,15,6,71.8,67.0,1020.0,8.2,6.7,11.1,999.9,81.0,62.1,0.0,999.9,1,582
2019-08-04,2019,08,04,7,73.3,70.4,1012.6,9.9,7.9,11.1,999.9,78.1,60.1,0.0,999.9,0,499
2013-08-20,2013,08,20,2,71.0,64.7,1017.3,9.5,7.0,11.1,999.9,78.1,57.0,0.01,999.9,0,542
2017-08-04,2017,08,04,5,67.7,66.7,1019.7,2.9,6.3,11.1,999.9,75.9,61.0,0.0,999.9,1,758
2017-08-07,2017,08,07,1,67.5,64.2,1018.9,10.0,7.8,11.1,26.0,75.0,59.0,0.0,999.9,0,606
2017-08-02,2017,08,02,3,68.6,66.6,1018.9,9.9,6.5,11.1,999.9,75.9,63.0,0.0,999.9,0,618
2020-08-19,2020,08,19,3,70.4,62.6,1012.9,8.8,5.8,11.1,19.0,78.1,62.6,0.0,999.9,1,286
2018-08-11,2018,08,11,6,68.8,66.2,1015.2,9.0,5.8,11.1,999.9,86.0,64.0,0.0,999.9,0,568
2020-08-23,2020,08,23,7,72.3,68.9,1017.0,8.1,7,11.1,999.9,81.0,66.0,0.0,999.9,1,316
2012-08-04,2012,08,04,6,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90.0,71.1,0.0,999.9,1,568
2014-08-05,2014,08,05,2,69.2,67.4,1016.2,3.7,6.6,11.1,999.9,75.9,64.9,0.0,999.9,1,606
2013-08-12,2013,08,12,1,68.2,63.2,1016.8,10.0,7.2,11.1,999.9,75.0,60.1,0.0,999.9,0,519
2019-08-16,2019,08,16,5,66.6,64.4,1017.6,7.8,7.0,11.1,999.9,73.9,62.1,0.0,999.9,1,523
2020-08-27,2020,08,27,4,66.9,53.6,1008.8,9.9,6.4,11.1,999.9,73.0,63.0,0.0,999.9,1,342
2017-08-09,2017,08,09,3,67.1,63.5,1021.1,8.2,6.5,11.1,999.9,75.0,59.0,0.81,999.9,1,655
2013-08-11,2013,08,11,7,69.5,56.7,1017.0,10.0,7.5,11.1,999.9,80.1,60.1,0.0,999.9,0,481
2020-08-01,2020,08,01,6,72.6,66.2,1012.6,8.5,5.1,11.1,999.9,82.9,62.1,0.0,999.9,1,375
2015-08-29,2015,08,29,6,70.3,62.5,1021.8,10.0,7.0,11.1,999.9,80.1,62.1,0.0,999.9,0,539
2019-08-17,2019,08,17,6,67.5,65.3,1017.6,3.8,7.1,11.1,999.9,77.0,62.1,0.0,999.9,1,533
2020-08-06,2020,08,06,4,74.1,61.4,1019.4,6.4,6.7,11.1,999.9,84.9,66.0,0.0,999.9,1,356
2018-08-12,2018,08,12,7,70.9,69.7,1017.6,7.8,7.3,11.1,999.9,75.9,64.0,0.01,999.9,0,499
2017-08-24,2017,08,24,4,70.0,60.2,1011.9,10.0,5.6,11.1,999.9,79.0,63.0,0.0,999.9,0,631
2016-08-24,2016,08,24,3,70.1,63.3,1024.3,10.0,8.5,12.0,999.9,77.0,63.0,0.0,999.9,0,635
2015-08-16,2015,08,16,7,74.3,68.8,1019.1,9.5,8.5,12.0,999.9,82.0,70.0,0.0,999.9,0,552
2015-08-25,2015,08,25,2,72.8,68.7,1012.4,9.7,7.4,12.0,999.9,81.0,66.9,0.01,999.9,0,595
2017-08-12,2017,08,12,6,65.9,65.8,1016.4,4.2,5.8,12.0,999.9,77.0,60.1,0.07,999.9,1,526
2015-08-17,2015,08,17,1,74.1,70.4,1018.5,7.6,8.0,12.0,999.9,82.9,70.0,0.0,999.9,0,592
2018-08-27,2018,08,27,1,73.1,69.6,1017.3,9.1,8.7,12.0,999.9,84.0,62.1,0.0,999.9,0,651
2014-08-17,2014,08,17,7,68.3,64.7,1011.1,8.3,6.8,12.0,17.1,73.9,59.0,0.06,999.9,1,476
2015-08-07,2015,08,07,5,71.2,61.9,1013.1,10.0,7.4,12.0,999.9,79.0,64.0,0.0,999.9,0,726
2014-08-21,2014,08,21,4,67.1,60.6,1017.5,10.0,7.7,12.0,999.9,73.0,52.0,0.01,999.9,0,567
2014-08-04,2014,08,04,1,68.2,65.5,1017.7,6.0,5.2,12.0,999.9,73.0,64.0,0.04,999.9,1,589
2012-08-19,2012,08,19,7,68.7,55.0,1014.2,10.0,1.3,12.0,999.9,75.0,62.1,0.23,999.9,0,467
2014-08-20,2014,08,20,3,63.8,55.9,1015.5,9.9,6.0,12.0,999.9,73.0,52.0,0.01,999.9,0,551
2016-08-31,2016,08,31,3,70.4,65.7,1016.0,10.0,9.1,12.0,999.9,75.9,59.0,0.0,999.9,0,661
2013-08-04,2013,08,04,7,69.4,61.9,1009.8,9.0,8.3,12.0,19.0,75.9,60.1,0.25,999.9,0,454
2019-08-14,2019,08,14,3,71.1,68.7,1009.9,8.6,6.8,12.0,999.9,75.9,66.0,99.99,999.9,0,537
2016-08-18,2016,08,18,4,71.5,65.7,1015.5,9.9,6.1,12.0,999.9,82.0,64.9,0.0,999.9,0,635
2014-08-16,2014,08,16,6,66.3,58.8,1015.3,9.7,8.2,12.0,999.9,73.0,59.0,0.0,999.9,0,490
2016-08-16,2016,08,16,2,73.1,69.0,1022.3,10.0,7.9,12.0,999.9,84.0,66.9,0.0,999.9,0,644
2018-08-08,2018,08,08,3,74.6,73.6,1013.9,5.9,8.1,12.0,999.9,82.0,70.0,0.0,999.9,1,656
2014-08-12,2014,08,12,2,67.2,62.2,1020.2,10.0,7.8,12.0,999.9,75.0,57.0,0.01,999.9,0,491
2016-08-26,2016,08,26,5,73.4,70.0,1016.1,9.7,10.1,12.0,999.9,79.0,68.0,0.0,999.9,0,756
2018-08-05,2018,08,05,7,74.3,70.4,1019.6,8.8,7.1,12.0,999.9,81.0,69.1,0.05,999.9,0,573
2017-08-01,2017,08,01,2,68.2,64.8,1017.1,10.0,8.6,12.0,999.9,75.9,50.0,0.0,999.9,0,705
2015-08-02,2015,08,02,7,75.9,64.8,1011.7,9.0,7.8,12.0,999.9,82.9,66.0,0.0,999.9,0,550
2012-08-21,2012,08,21,2,72.8,57.2,1015.5,10.0,2.5,12.0,999.9,81.0,60.8,0.0,999.9,0,482
2016-08-28,2016,08,28,7,67.7,61.7,1024.1,8.7,5.8,12.0,999.9,81.0,57.9,0.0,999.9,1,559
2014-08-27,2014,08,27,3,67.5,64.7,1016.3,6.5,7.3,12.0,999.9,75.0,53.1,0.02,999.9,1,538
2019-08-13,2019,08,13,2,71.2,68.7,1011.2,7.9,8.4,12.0,999.9,78.1,66.0,99.99,999.9,0,469
2013-08-16,2013,08,16,5,67.4,59.7,1021.2,10.0,8.2,12.0,999.9,73.0,62.1,0.0,999.9,0,678
2013-08-25,2013,08,25,7,64.0,54.6,1026.6,10.0,6.7,12.0,999.9,75.0,50.0,0.0,999.9,0,459
2015-08-05,2015,08,05,3,74.5,68.8,1011.2,7.6,7.8,12.0,999.9,81.0,68.0,0.02,999.9,1,619
2015-08-18,2015,08,18,2,74.5,71.0,1017.7,8.8,8.8,12.0,999.9,82.9,70.0,0.0,999.9,1,623
2016-08-21,2016,08,21,7,68.3,63.6,1014.5,9.6,9.0,13.0,999.9,75.9,63.0,0.0,999.9,0,512
2015-08-10,2015,08,10,1,66.9,60.8,1017.6,9.3,6.6,13.0,999.9,73.9,55.9,0.0,999.9,1,611
2014-08-22,2014,08,22,5,63.9,60.0,1017.7,7.9,7.9,13.0,19.0,73.0,57.9,0.01,999.9,1,568
2015-08-27,2015,08,27,4,72.3,60.6,1014.9,10.0,8.5,13.0,999.9,81.0,62.1,0.0,999.9,0,614
2019-08-07,2019,08,07,3,70.2,66.6,1012.0,10.0,7.2,13.0,999.9,78.1,61.0,0.0,999.9,0,608
2012-08-16,2012,08,16,4,74.0,64.3,1011.9,6.7,3.1,13.0,15.0,84.9,66.0,0.15,999.9,1,613
2013-08-31,2013,08,31,6,69.4,67.0,1011.9,7.0,10.9,13.0,999.9,75.0,59.0,0.0,999.9,0,480
2018-08-21,2018,08,21,2,66.7,65.5,1019.1,7.1,9.5,13.0,999.9,70.0,64.4,0.07,999.9,0,580
2018-08-03,2018,08,03,5,73.7,72.6,1022.1,4.6,9.2,13.0,999.9,79.0,71.1,0.0,999.9,1,749
2019-08-22,2019,08,22,4,74.6,72.8,1011.5,7.2,8.1,13.0,999.9,80.1,66.0,0.0,999.9,1,587
2015-08-21,2015,08,21,5,73.6,70.2,1017.0,7.1,9.7,13.0,999.9,82.0,68.0,0.0,999.9,1,753
2015-08-12,2015,08,12,3,71.9,67.4,1008.9,7.2,7.9,13.0,999.9,77.0,64.0,1.01,999.9,1,643
2019-08-23,2019,08,23,5,72.0,65.8,1013.2,9.4,7.2,13.0,999.9,80.1,66.9,0.0,999.9,0,569
2017-08-18,2017,08,18,5,66.6,65.6,1015.2,8.0,8.8,13.0,999.9,73.9,57.9,0.0,999.9,0,612
2012-08-25,2012,08,25,6,75.7,65.2,1023.6,7.3,3.2,13.0,18.1,84.0,62.6,0.01,999.9,1,474
2016-08-07,2016,08,07,7,74.2,65.0,1009.0,8.1,9.9,13.0,999.9,82.0,66.9,0.0,999.9,1,540
2017-08-25,2017,08,25,5,66.4,60.0,1016.2,10.0,5.5,13.0,999.9,79.0,57.9,0.0,999.9,0,633
2019-08-15,2019,08,15,4,68.6,64.8,1015.3,8.6,8.5,13.0,18.1,75.9,63.0,0.0,999.9,0,560
2012-08-13,2012,08,13,1,76.3,61.2,1014.6,9.2,4.3,13.0,999.9,86.0,69.1,0.05,999.9,0,504
2014-08-31,2014,08,31,7,69.1,65.6,1020.7,9.4,9.0,13.0,18.1,73.9,64.0,0.0,999.9,0,495
2016-08-20,2016,08,20,6,69.1,62.1,1015.2,10.0,8.5,13.0,999.9,81.0,63.0,0.0,999.9,0,579
2013-08-19,2013,08,19,1,65.5,60.8,1017.5,9.5,8.1,13.0,999.9,73.9,57.0,0.39,999.9,0,462
2014-08-18,2014,08,18,1,67.9,57.7,1009.6,9.8,7.8,13.0,20.0,73.9,61.0,0.0,999.9,0,595
2015-08-23,2015,08,23,7,73.4,69.9,1015.3,4.7,7.6,13.0,999.9,82.0,69.1,0.0,999.9,1,492
2012-08-03,2012,08,03,5,77.9,70.8,1015.3,6.0,4.4,13.0,18.1,89.1,69.1,0.0,999.9,1,589
2016-08-19,2016,08,19,5,74.4,65.7,1013.3,10.0,8.2,14.0,999.9,81.0,64.9,0.0,999.9,0,707
